doctor_id,specialization,experience_years,performance_rating
D0880,Oncology,14,1.86
D0881,Neurology,20,2.87
D0882,Pediatrics,35,4.6
D0883,Orthopedics,23,3.02
D0884,Orthopedics,25,1.72
D0885,Oncology,4,4.39
D0886,Emergency,2,2.67
D0887,Neurology,2,3.78
D0888,Cardiology,25,1.54
D0889,Emergency,23,4.06
D0890,Gastroenterology,21,4.67
D0891,Gastroenterology,25,4.29
D0892,Emergency,27,1.12
D0893,Oncology,11,3.35
D0894,Cardiology,14,3.31
D0895,Cardiology,17,4.26
D0896,Neurology,15,4.98
D0897,Cardiology,31,4.73
D0898,Gastroenterology,34,1.41
D0899,Pediatrics,36,4.04
D0900,Oncology,40,4.71
D0901,Cardiology,13,2.63
D0902,Neurology,18,4.72
D0903,Gastroenterology,17,4.62
D0904,Pediatrics,39,3.56
D0905,Urology,28,4.63
D0906,Urology,26,3.96
D0907,Pediatrics,14,3.51
D0908,Gastroenterology,37,2.25
D0909,Neurology,11,3.23
D0910,Pediatrics,32,3.72
D0911,Oncology,24,3.08
D0912,Oncology,31,3.01
D0913,Urology,40,4.58
D0914,Cardiology,8,4.94
D0915,Neurology,39,3.87
D0916,Urology,8,2.37
D0917,Cardiology,31,4.58
D0918,Cardiology,19,4.29
D0919,Orthopedics,36,3.96
D0920,Oncology,39,2.56
D0921,Gastroenterology,32,3.41
D0922,Emergency,21,2.55
D0923,Gastroenterology,23,1.69
D0924,Emergency,36,4.11
D0925,Pediatrics,15,3.8
D0926,Oncology,2,2.21
D0927,Cardiology,12,3.04
D0928,Neurology,38,3.39
D0929,Emergency,6,4.22
D0930,Gastroenterology,38,1.11
D0931,Cardiology,1,4.49
D0932,Emergency,38,2.53
D0933,Emergency,26,3.09
D0934,Orthopedics,23,2.86
D0935,Emergency,1,4.16
D0936,Neurology,21,3.65
D0937,Oncology,19,3.98
D0938,Neurology,29,4.88
D0939,Urology,26,4.11
D0940,Cardiology,34,3.94
D0941,Oncology,17,1.54
D0942,Orthopedics,18,2.41
D0943,Oncology,32,3.38
D0944,Oncology,4,2.18
D0945,Gastroenterology,30,3.62
D0946,Oncology,31,2.05
D0947,Orthopedics,18,2.27
D0948,Neurology,5,1.13
D0949,Oncology,32,1.93
D0950,Pediatrics,29,3.05
D0951,Cardiology,12,3.54
D0952,Oncology,15,2.77
D0953,Cardiology,15,2.36
D0954,Pediatrics,35,3.26
D0955,Pediatrics,35,1.25
D0956,Cardiology,14,2.09
D0957,Emergency,39,2.54
D0958,Urology,18,2.92
D0959,Gastroenterology,38,4.23
D0960,Emergency,22,4.01
D0961,Emergency,38,2.89
D0962,Neurology,11,2.97
D0963,Gastroenterology,3,3.81
D0964,Gastroenterology,14,3.01
D0965,Emergency,25,1.53
D0966,Oncology,14,2.85
D0967,Neurology,31,3.41
D0968,Neurology,25,3.34
D0969,Pediatrics,19,1.51
D0970,Orthopedics,12,4.88
D0971,Gastroenterology,7,2.47
D0972,Emergency,14,4.95
D0973,Pediatrics,29,4.27
D0974,Cardiology,14,1.96
D0975,Urology,23,4.67
D0976,Orthopedics,14,1.93
D0977,Orthopedics,23,1.55
D0978,Orthopedics,8,2.69
D0979,Neurology,13,1.56
D0980,Cardiology,36,1.19
D0981,Orthopedics,1,2.3
D0982,Cardiology,37,2.18
D0983,Oncology,26,4.69
D0984,Orthopedics,4,2.69
D0985,Urology,16,4.96
D0986,Cardiology,25,1.49
D0987,Cardiology,19,3.13
D0988,Urology,20,3.88
D0989,Orthopedics,26,2.24
D0990,Urology,32,1.58
D0991,Cardiology,3,3.46
D0992,Urology,7,3.33
D0993,Cardiology,32,2.34
D0994,Cardiology,5,2.04
D0995,Oncology,21,4.41
D0996,Emergency,30,4.81
D0997,Cardiology,20,3.8
D0998,Orthopedics,29,3
D0999,Pediatrics,24,1.37
D1000,Neurology,1,1.42
D1001,Gastroenterology,25,2.84
D1002,Emergency,27,4.6
D1003,Emergency,25,4.08
D1004,Emergency,21,3.77
D1005,Oncology,17,2.04
D1006,Cardiology,28,1.55
D1007,Oncology,32,4.58
D1008,Cardiology,34,1.75
D1009,Orthopedics,22,1.93
D1010,Oncology,19,4.06
D1011,Oncology,8,4.12
D1012,Neurology,2,3.75
D1013,Pediatrics,5,1.58
D1014,Oncology,28,1.75
D1015,Neurology,4,4.34
D1016,Urology,36,2.28
D1017,Pediatrics,1,3.22
D1018,Orthopedics,15,4.23
D1019,Oncology,13,2.12
D1020,Gastroenterology,31,1.7
D1021,Emergency,17,2.42
D1022,Urology,6,3.09
D1023,Urology,24,2.76
D1024,Orthopedics,13,2.11
D1025,Neurology,21,2.6
D1026,Urology,24,4
D1027,Pediatrics,22,3.23
D1028,Oncology,29,2.25
D1029,Oncology,24,3.03
D1030,Gastroenterology,12,4.06
D1031,Orthopedics,20,2.17
D1032,Emergency,34,1.74
D1033,Neurology,15,3.2
D1034,Emergency,4,2.92
D1035,Urology,14,3.36
D1036,Orthopedics,1,1.44
D1037,Gastroenterology,33,1.88
D1038,Emergency,29,1.25
D1039,Pediatrics,10,4.35
D1040,Oncology,36,2.59
D1041,Urology,14,4.57
D1042,Gastroenterology,22,4.78
D1043,Emergency,33,1.23
D1044,Neurology,28,2.75
D1045,Pediatrics,7,2.75
D1046,Pediatrics,36,3.59
D1047,Emergency,36,1.28
D1048,Oncology,34,4.74
D1049,Emergency,37,4.14
D1050,Urology,6,1.09
D1051,Emergency,35,1.75
D1052,Pediatrics,27,4.3
D1053,Gastroenterology,30,1.89
D1054,Emergency,32,2.47
D1055,Oncology,19,3.61
D1056,Orthopedics,22,1.28
D1057,Gastroenterology,21,3.7
D1058,Neurology,5,2.08
D1059,Cardiology,21,1.69
D1060,Emergency,20,1.4
D1061,Oncology,38,1.62
D1062,Gastroenterology,31,3.21
D1063,Oncology,37,4.75
D1064,Neurology,6,3.73
D1065,Pediatrics,31,2.8
D1066,Oncology,24,4.88
D1067,Gastroenterology,18,1.96
D1068,Oncology,29,4.3
D1069,Oncology,12,1.65
D1070,Oncology,12,1.9
D1071,Urology,29,2.93
D1072,Urology,7,1.41
D1073,Pediatrics,16,2.16
D1074,Emergency,12,3.68
D1075,Oncology,21,2.85
D1076,Neurology,4,3.25
D1077,Emergency,17,1.21
D1078,Neurology,28,2
D1079,Emergency,31,4.07
D1080,Pediatrics,8,3.29
D1081,Oncology,26,1
D1082,Oncology,40,3.41
D1083,Cardiology,31,1.53
D1084,Neurology,19,1.53
D1085,Emergency,7,4.72
D1086,Emergency,5,4.87
D1087,Orthopedics,13,3.11
D1088,Orthopedics,18,3.37
D1089,Urology,18,2.63
D1090,Cardiology,20,4.53
D1091,Gastroenterology,23,3.09
D1092,Orthopedics,36,4.71
D1093,Gastroenterology,40,1.89
D1094,Urology,33,1.38
D1095,Urology,7,4.95
D1096,Urology,40,2.97
D1097,Neurology,5,3.46
D1098,Neurology,32,2.37
D1099,Pediatrics,9,1.53
D1100,Pediatrics,30,4.36
D1101,Urology,32,1.58
D1102,Cardiology,39,3.01
D1103,Emergency,4,4.32
D1104,Neurology,25,3.64
D1105,Cardiology,22,3.7
D1106,Oncology,8,1.92
D1107,Neurology,2,3.1
D1108,Neurology,37,1.17
D1109,Pediatrics,35,1.24
D1110,Emergency,37,3.89
D1111,Emergency,22,4.14
D1112,Orthopedics,1,1.56
D1113,Gastroenterology,39,4.8
D1114,Gastroenterology,33,1.52
D1115,Gastroenterology,4,2.68
D1116,Gastroenterology,9,1.79
D1117,Oncology,8,1.4
D1118,Oncology,22,4.86
D1119,Neurology,21,2.75
D1120,Urology,28,2.32
D1121,Pediatrics,37,2.31
D1122,Pediatrics,2,1.83
D1123,Gastroenterology,17,4.88
D1124,Neurology,31,2.96
D1125,Orthopedics,13,3.12
D1126,Cardiology,18,3.84
D1127,Urology,24,2.63
D1128,Neurology,31,2.12
D1129,Urology,33,2.17
D1130,Urology,31,2.39
D1131,Urology,27,3.31
D1132,Neurology,36,4.32
D1133,Gastroenterology,21,1.97
D1134,Pediatrics,5,3.34
D1135,Pediatrics,11,4
D1136,Gastroenterology,34,4.98
D1137,Urology,34,4.63
D1138,Cardiology,3,3.59
D1139,Emergency,6,4.79
D1140,Neurology,20,4.76
D1141,Emergency,4,1.18
D1142,Orthopedics,37,3.6
D1143,Gastroenterology,39,3.61
D1144,Cardiology,7,3.71
D1145,Neurology,17,4.75
D1146,Gastroenterology,38,2.15
D1147,Urology,36,1.95
D1148,Pediatrics,34,2.92
D1149,Emergency,6,2.21
D1150,Oncology,39,2.28
D1151,Oncology,2,1.99
D1152,Cardiology,18,3.68
D1153,Urology,27,3.94
D1154,Orthopedics,39,1.4
D1155,Emergency,19,4.2
D1156,Urology,32,2.07
D1157,Emergency,24,1.53
D1158,Cardiology,34,2.83
D1159,Cardiology,25,3.46
D1160,Orthopedics,24,3.89
D1161,Oncology,25,3.4
D1162,Urology,12,4.75
D1163,Neurology,30,1.08
D1164,Oncology,6,4.65
D1165,Urology,30,3.93
D1166,Oncology,33,4.74
D1167,Neurology,15,2
D1168,Pediatrics,29,1.76
D1169,Pediatrics,14,4.99
D1170,Orthopedics,25,2.78
D1171,Pediatrics,5,2.09
D1172,Pediatrics,2,4.17
D1173,Gastroenterology,16,3.15
D1174,Emergency,39,3.48
D1175,Gastroenterology,38,1.22
D1176,Gastroenterology,17,3.66
D1177,Orthopedics,31,3.77
D1178,Gastroenterology,1,1.55
D1179,Pediatrics,6,3.98
D1180,Neurology,31,1.28
D1181,Orthopedics,6,1.37
D1182,Orthopedics,36,3.51
D1183,Cardiology,8,4.78
D1184,Orthopedics,29,2.77
D1185,Cardiology,9,1.65
D1186,Orthopedics,22,3.98
D1187,Emergency,10,3.36
D1188,Pediatrics,24,4.89
D1189,Orthopedics,40,1.56
D1190,Pediatrics,2,4.07
D1191,Pediatrics,20,2.04
D1192,Oncology,17,4.65
D1193,Orthopedics,33,4.15
D1194,Urology,14,2.83
D1195,Oncology,32,1.18
D1196,Urology,37,3.74
D1197,Pediatrics,24,2.85
D1198,Pediatrics,20,4.19
D1199,Oncology,6,3.96
D1200,Oncology,33,3.99
D1201,Urology,28,1.69
D1202,Cardiology,11,2.75
D1203,Urology,36,2.88
D1204,Oncology,20,4.14
D1205,Neurology,6,2.62
D1206,Oncology,8,4.46
D1207,Neurology,19,2.1
D1208,Emergency,15,4.94
D1209,Oncology,22,1.35
D1210,Emergency,2,2.99
D1211,Cardiology,28,3.36
D1212,Urology,36,2.77
D1213,Neurology,36,3.19
D1214,Urology,18,4.11
D1215,Emergency,12,1.68
D1216,Neurology,19,4.79
D1217,Urology,26,2.57
D1218,Oncology,25,3.49
D1219,Pediatrics,28,2.77
D1220,Emergency,15,3.4
D1221,Urology,10,3.9
D1222,Emergency,39,3.03
D1223,Gastroenterology,34,1.45
D1224,Emergency,13,2.33
D1225,Neurology,16,4.22
D1226,Gastroenterology,40,3.28
D1227,Orthopedics,31,4.03
D1228,Neurology,1,4.55
D1229,Pediatrics,23,2.75
D1230,Gastroenterology,14,2.41
D1231,Orthopedics,39,1.45
D1232,Oncology,30,2.08
D1233,Emergency,20,2.69
D1234,Urology,25,1.53
D1235,Cardiology,11,1.45
D1236,Emergency,26,2.78
D1237,Orthopedics,21,2.49
D1238,Emergency,5,4.39
D1239,Pediatrics,7,1.11
D1240,Oncology,12,4.05
D1241,Cardiology,2,1.83
D1242,Gastroenterology,39,4.52
D1243,Gastroenterology,21,2.13
D1244,Gastroenterology,32,3.2
D1245,Orthopedics,5,2.02
D1246,Neurology,27,2.65
D1247,Neurology,31,1.95
D1248,Urology,12,2.49
D1249,Cardiology,36,4.46
D1250,Gastroenterology,21,3.78
D1251,Neurology,19,2.34
D1252,Orthopedics,3,4.42
D1253,Urology,17,1.21
D1254,Oncology,30,3.82
D1255,Urology,36,3.51
D1256,Neurology,9,2.5
D1257,Pediatrics,34,2.65
D1258,Orthopedics,29,2.52
D1259,Pediatrics,10,3.56
D1260,Gastroenterology,9,1.95
D1261,Pediatrics,40,4.98
D1262,Gastroenterology,11,1.01
D1263,Gastroenterology,19,2.86
D1264,Neurology,22,1.92
D1265,Pediatrics,22,2.42
D1266,Gastroenterology,16,4.45
D1267,Cardiology,17,2.43
D1268,Oncology,40,1.86
D1269,Urology,7,2.47
D1270,Urology,31,2.28
D1271,Neurology,4,3.03
D1272,Pediatrics,29,4.6
D1273,Pediatrics,7,3.79
D1274,Gastroenterology,30,4.4
D1275,Orthopedics,3,2.2
D1276,Emergency,25,1.12
D1277,Gastroenterology,34,2.45
D1278,Oncology,33,3.83
D1279,Cardiology,31,2.1
D1280,Urology,24,2.11
D1281,Gastroenterology,38,1.37
D1282,Emergency,4,1.83
D1283,Emergency,10,3.93
D1284,Gastroenterology,25,3.03
D1285,Neurology,37,1.27
D1286,Urology,1,4.99
D1287,Neurology,17,3.27
D1288,Cardiology,7,1.62
D1289,Emergency,14,1.19
D1290,Emergency,1,3.23
D1291,Oncology,6,2.01
D1292,Cardiology,39,2
D1293,Emergency,10,2.98
D1294,Cardiology,21,2.86
D1295,Urology,3,2.44
D1296,Pediatrics,19,4.24
D1297,Emergency,28,2.6
D1298,Oncology,2,2.79
D1299,Urology,27,3.51
D1300,Gastroenterology,32,3.86
D1301,Cardiology,12,2.49
D1302,Gastroenterology,1,3.08
D1303,Neurology,40,3.01
D1304,Urology,29,4.52
D1305,Gastroenterology,9,2.67
D1306,Orthopedics,18,2.84
D1307,Orthopedics,36,3.3
D1308,Emergency,16,3.66
D1309,Cardiology,35,1
D1310,Pediatrics,36,3.61
D1311,Urology,4,1.61
D1312,Emergency,40,4.9
D1313,Oncology,35,2.43
D1314,Neurology,19,2.93
D1315,Cardiology,6,1.27
D1316,Urology,31,4.49
D1317,Orthopedics,27,1.99
D1318,Urology,3,2.23
D1319,Pediatrics,36,3.48
D1320,Orthopedics,36,1.03
D1321,Pediatrics,2,4.96
D1322,Oncology,37,3.03
D1323,Neurology,15,4.34
D1324,Oncology,37,4.63
D1325,Emergency,23,1
D1326,Emergency,6,2.71
D1327,Oncology,33,4.56
D1328,Neurology,5,3.77
D1329,Oncology,21,3.96
D1330,Neurology,28,3.21
D1331,Neurology,21,4.9
D1332,Gastroenterology,24,1.41
D1333,Orthopedics,28,4.48
D1334,Cardiology,11,3.71
D1335,Neurology,22,3.19
D1336,Pediatrics,34,3.68
D1337,Neurology,37,4.14
D1338,Neurology,17,1.74
D1339,Neurology,15,1.88
D1340,Gastroenterology,29,1.98
D1341,Orthopedics,34,2.39
D1342,Gastroenterology,22,3.26
D1343,Emergency,27,4.64
D1344,Gastroenterology,38,2.02
D1345,Pediatrics,15,3.21
D1346,Pediatrics,21,4.91
D1347,Gastroenterology,4,3.71
D1348,Orthopedics,18,2.72
D1349,Oncology,7,1.3
D1350,Cardiology,16,2.29
D1351,Orthopedics,35,2.29
D1352,Gastroenterology,12,3.7
D1353,Neurology,7,1.68
D1354,Urology,10,2.97
D1355,Cardiology,1,2.6
D1356,Cardiology,12,1.56
D1357,Pediatrics,27,4.55
D1358,Cardiology,28,3.48
D1359,Gastroenterology,18,3.69
D1360,Neurology,1,2.58
D1361,Neurology,23,4.35
D1362,Emergency,39,4.7
D1363,Neurology,17,1.1
D1364,Orthopedics,1,2.8
D1365,Neurology,38,3.69
D1366,Pediatrics,4,4.35
D1367,Neurology,15,4.15
D1368,Emergency,21,4.92
D1369,Urology,21,4.03
D1370,Gastroenterology,22,1.5
D1371,Pediatrics,14,1.64
D1372,Orthopedics,35,4.81
D1373,Urology,4,1.1
D1374,Pediatrics,35,2.51
D1375,Oncology,32,2.73
D1376,Cardiology,28,2.04
D1377,Oncology,12,3.92
D1378,Neurology,30,4.33
D1379,Urology,9,4.83
D1380,Neurology,19,4.87
D1381,Cardiology,16,2.57
D1382,Pediatrics,30,4.78
D1383,Cardiology,1,2.94
D1384,Emergency,23,4.33
D1385,Cardiology,12,4.15
D1386,Emergency,5,1.9
D1387,Cardiology,20,3.28
D1388,Gastroenterology,3,4.88
D1389,Emergency,2,3.11
D1390,Urology,20,3.09
D1391,Neurology,2,3.51
D1392,Orthopedics,40,4.72
D1393,Neurology,35,2.55
D1394,Oncology,4,1.15
D1395,Neurology,36,1.72
D1396,Pediatrics,40,4.84
D1397,Gastroenterology,6,2.04
D1398,Cardiology,14,3.97
D1399,Oncology,15,2.53
D1400,Pediatrics,37,1.15
D1401,Pediatrics,33,2.32
D1402,Emergency,19,2.65
D1403,Neurology,12,1.93
D1404,Urology,9,4.88
D1405,Orthopedics,19,4.96
D1406,Urology,32,2.11
D1407,Oncology,28,4.84
D1408,Gastroenterology,28,4.68
D1409,Urology,31,4.8
D1410,Cardiology,36,3.95
D1411,Urology,13,2.95
D1412,Oncology,33,2.65
D1413,Orthopedics,18,1.11
D1414,Urology,29,1.86
D1415,Cardiology,39,3.96
D1416,Emergency,8,1.45
D1417,Gastroenterology,22,1.05
D1418,Oncology,1,4.16
D1419,Emergency,31,2.57
D1420,Emergency,20,2.58
D1421,Emergency,36,2.09
D1422,Pediatrics,23,4.36
D1423,Gastroenterology,17,4.27
D1424,Orthopedics,10,3.02
D1425,Neurology,9,3.35
D1426,Gastroenterology,17,1.98
D1427,Pediatrics,3,1.58
D1428,Neurology,33,2.33
D1429,Gastroenterology,1,4.11
D1430,Emergency,20,4.57
D1431,Oncology,2,2.67
D1432,Neurology,16,4.59
D1433,Cardiology,9,2.18
D1434,Cardiology,14,2.52
D1435,Urology,1,2.27
D1436,Neurology,35,1.97
D1437,Oncology,18,2.6
D1438,Orthopedics,1,2.35
D1439,Pediatrics,5,1.86
D1440,Emergency,11,3.12
D1441,Urology,38,3.62
D1442,Cardiology,24,3.95
D1443,Pediatrics,39,4.16
D1444,Pediatrics,32,3.03
D1445,Emergency,16,2.45
D1446,Orthopedics,3,2.05
D1447,Orthopedics,8,2.69
D1448,Neurology,32,2.21
D1449,Cardiology,22,3.2
D1450,Orthopedics,17,1.05
D1451,Oncology,27,2.89
D1452,Orthopedics,3,3.96
D1453,Pediatrics,26,2.12
D1454,Emergency,35,4.49
D1455,Oncology,13,1.73
D1456,Neurology,17,4.16
D1457,Cardiology,30,3.97
D1458,Neurology,29,2.58
D1459,Pediatrics,14,1.01
D1460,Oncology,30,1.38
D1461,Oncology,37,3.2
D1462,Oncology,38,4.71
D1463,Pediatrics,9,2.78
D1464,Pediatrics,32,4.05
D1465,Neurology,4,1.63
D1466,Urology,6,4.2
D1467,Neurology,1,2.05
D1468,Cardiology,25,1.5
D1469,Emergency,40,2.88
D1470,Oncology,38,3.02
D1471,Urology,3,3.36
D1472,Emergency,21,2.89
D1473,Urology,14,2.69
D1474,Orthopedics,30,3.55
D1475,Orthopedics,2,3.9
D1476,Gastroenterology,22,2.64
D1477,Orthopedics,13,4.29
D1478,Neurology,25,2.46
D1479,Orthopedics,11,4.59
D1480,Pediatrics,10,1.76
D1481,Oncology,37,3.34
D1482,Neurology,25,4.68
D1483,Emergency,35,1.87
D1484,Gastroenterology,19,4.94
D1485,Gastroenterology,28,4.23
D1486,Gastroenterology,10,2.62
D1487,Emergency,15,2.96
D1488,Emergency,32,1.36
D1489,Emergency,3,2.79
D1490,Emergency,24,4.96
D1491,Gastroenterology,10,4.97
D1492,Gastroenterology,30,1.66
D1493,Urology,33,1.06
D1494,Neurology,25,1.57
D1495,Oncology,39,3.25
D1496,Orthopedics,39,4.64
D1497,Orthopedics,25,1.09
D1498,Pediatrics,38,2.38
D1499,Gastroenterology,12,4.98
D1500,Pediatrics,4,3.17
D1501,Neurology,28,2.99
D1502,Neurology,20,1.27
D1503,Pediatrics,10,2.46
D1504,Gastroenterology,31,2.8
D1505,Pediatrics,19,3.01
D1506,Orthopedics,2,4.59
D1507,Urology,4,4.63
D1508,Orthopedics,15,2.69
D1509,Cardiology,38,1.1
D1510,Gastroenterology,33,4.47
D1511,Gastroenterology,18,3.27
D1512,Oncology,40,1.69
D1513,Emergency,32,3.45
D1514,Cardiology,32,3.3
D1515,Neurology,13,2.43
D1516,Gastroenterology,16,1.24
D1517,Pediatrics,33,1.1
D1518,Cardiology,34,3.76
D1519,Oncology,14,1.39
D1520,Neurology,2,4.65
D1521,Emergency,13,1.59
D1522,Emergency,29,3.2
D1523,Oncology,34,4.1
D1524,Oncology,17,4.43
D1525,Pediatrics,3,4.55
D1526,Gastroenterology,30,3.22
D1527,Emergency,4,1.95
D1528,Neurology,31,1.81
D1529,Cardiology,5,2.79
D1530,Neurology,2,3.52
D1531,Urology,4,4.45
D1532,Urology,38,3.01
D1533,Oncology,27,3.8
D1534,Pediatrics,27,3.76
D1535,Urology,15,1.47
D1536,Emergency,39,4.26
D1537,Neurology,38,2.72
D1538,Neurology,14,1.23
D1539,Oncology,18,3.28
D1540,Gastroenterology,29,4.63
D1541,Gastroenterology,7,4.04
D1542,Cardiology,38,1.48
D1543,Oncology,24,4.2
D1544,Orthopedics,38,1.18
D1545,Cardiology,6,3.3
D1546,Orthopedics,20,1.46
D1547,Gastroenterology,36,3.41
D1548,Oncology,10,1.61
D1549,Orthopedics,22,4.57
D1550,Oncology,33,3.61
D1551,Oncology,23,2.76
D1552,Gastroenterology,4,4.63
D1553,Cardiology,21,1.69
D1554,Cardiology,13,4.51
D1555,Oncology,13,1.45
D1556,Urology,12,4.09
D1557,Pediatrics,24,1.57
D1558,Gastroenterology,35,1.61
D1559,Pediatrics,19,4.45
D1560,Pediatrics,9,2.79
D1561,Cardiology,13,2.02
D1562,Cardiology,22,3.63
D1563,Urology,40,4.45
D1564,Pediatrics,36,2.66
D1565,Pediatrics,28,2.14
D1566,Oncology,7,2.11
D1567,Cardiology,30,3.73
D1568,Pediatrics,31,3.83
D1569,Neurology,11,4.65
D1570,Urology,30,1.08
D1571,Orthopedics,15,1.55
D1572,Neurology,13,3.36
D1573,Neurology,35,2.17
D1574,Orthopedics,35,2.8
D1575,Gastroenterology,20,4.71
D1576,Gastroenterology,23,1.39
D1577,Urology,37,3.59
D1578,Neurology,20,4.22
D1579,Pediatrics,19,1.48
D1580,Cardiology,18,3.59
D1581,Urology,4,4.33
D1582,Oncology,8,1.83
D1583,Orthopedics,30,1.54
D1584,Neurology,20,1.26
D1585,Urology,8,3.92
D1586,Emergency,5,2.66
D1587,Emergency,34,3
D1588,Gastroenterology,40,1.4
D1589,Orthopedics,7,1.46
D1590,Cardiology,22,3.7
D1591,Pediatrics,9,2.65
D1592,Cardiology,11,4.36
D1593,Cardiology,12,4.15
D1594,Cardiology,8,4.14
D1595,Orthopedics,32,4.44
D1596,Cardiology,17,4.39
D1597,Oncology,26,3.17
D1598,Orthopedics,33,2.15
D1599,Oncology,26,3.25
D1600,Orthopedics,22,1.95
D1601,Gastroenterology,3,1.77
D1602,Urology,31,3.02
D1603,Emergency,14,3.49
D1604,Cardiology,18,2.8
D1605,Gastroenterology,34,4.23
D1606,Urology,40,3.34
D1607,Emergency,17,4.91
D1608,Neurology,12,1.68
D1609,Pediatrics,39,2.25
D1610,Oncology,33,1.28
D1611,Neurology,32,3
D1612,Orthopedics,21,1.2
D1613,Emergency,14,3.6
D1614,Neurology,2,2
D1615,Pediatrics,7,4.02
D1616,Gastroenterology,15,1.16
D1617,Emergency,31,2.35
D1618,Neurology,28,4.72
D1619,Oncology,8,1.28
D1620,Oncology,7,4.5
D1621,Urology,36,2.32
D1622,Neurology,10,1.15
D1623,Cardiology,39,4.6
D1624,Neurology,30,2.72
D1625,Gastroenterology,40,2.74
D1626,Emergency,5,3.76
D1627,Emergency,21,2.87
D1628,Gastroenterology,6,4.11
D1629,Neurology,16,3.27
D1630,Gastroenterology,16,2.27
D1631,Pediatrics,24,3.56
D1632,Orthopedics,19,1.35
D1633,Gastroenterology,19,2.97
D1634,Oncology,37,2.36
D1635,Gastroenterology,33,2.61
D1636,Emergency,5,3.7
D1637,Oncology,9,1.65
D1638,Emergency,21,1.14
D1639,Urology,7,4.5
D1640,Cardiology,25,4.41
D1641,Emergency,21,4.68
D1642,Oncology,13,3.84
D1643,Urology,21,4.54
D1644,Emergency,10,2.29
D1645,Pediatrics,24,1.6
D1646,Gastroenterology,27,3.78
D1647,Cardiology,33,2.41
D1648,Emergency,26,2.09
D1649,Urology,36,3.37
D1650,Pediatrics,17,1.58
D1651,Neurology,21,3.37
D1652,Urology,2,4.49
D1653,Gastroenterology,15,3.75
D1654,Urology,2,3.04
D1655,Pediatrics,7,2.95
D1656,Urology,36,2.27
D1657,Pediatrics,32,4.04
D1658,Emergency,3,4.74
D1659,Orthopedics,3,2.9
D1660,Pediatrics,33,4.53
D1661,Pediatrics,25,1.09
D1662,Cardiology,37,1.76
D1663,Pediatrics,36,1.21
D1664,Pediatrics,35,3.14
D1665,Neurology,19,2.32
D1666,Orthopedics,19,4.37
D1667,Emergency,33,3.73
D1668,Gastroenterology,18,3.48
D1669,Cardiology,27,1.5
D1670,Neurology,30,2.11
D1671,Oncology,31,3.9
D1672,Orthopedics,39,1.81
D1673,Emergency,3,3.8
D1674,Emergency,22,4.6
D1675,Oncology,10,4.48
D1676,Gastroenterology,8,1.12
D1677,Pediatrics,34,4.52
D1678,Neurology,18,2.17
D1679,Urology,12,2.74
D1680,Cardiology,32,3.12
D1681,Urology,2,2.64
D1682,Oncology,17,3.52
D1683,Emergency,12,4.34
D1684,Gastroenterology,7,3.78
D1685,Emergency,15,1.96
D1686,Cardiology,2,4.68
D1687,Emergency,27,3.78
D1688,Emergency,26,1.55
D1689,Cardiology,25,3.92
D1690,Neurology,12,1.14
D1691,Neurology,17,3.5
D1692,Cardiology,1,4.7
D1693,Gastroenterology,31,3.3
D1694,Oncology,40,2.23
D1695,Orthopedics,5,4.95
D1696,Emergency,28,4.23
D1697,Gastroenterology,28,1.99
D1698,Emergency,8,1.29
D1699,Orthopedics,14,4.86
D1700,Oncology,6,1.14
D1701,Neurology,18,3.71
D1702,Gastroenterology,37,4.93
D1703,Pediatrics,10,1.98
D1704,Pediatrics,35,4.7
D1705,Orthopedics,35,2.68
D1706,Pediatrics,17,1.94
D1707,Neurology,27,1.33
D1708,Orthopedics,24,3.4
D1709,Neurology,10,3.78
D1710,Oncology,17,3.58
D1711,Emergency,33,3.42
D1712,Oncology,33,3.48
D1713,Oncology,17,3.05
D1714,Neurology,18,1.86
D1715,Orthopedics,38,3.42
D1716,Orthopedics,7,4.55
D1717,Pediatrics,26,1.07
D1718,Urology,1,4.93
D1719,Emergency,11,4.89
D1720,Neurology,10,2.07
D1721,Pediatrics,31,2.7
D1722,Gastroenterology,25,3.26
D1723,Urology,1,4.38
D1724,Urology,3,1.24
D1725,Neurology,1,1.91
D1726,Cardiology,7,3.64
D1727,Emergency,14,1.25
D1728,Urology,23,4.57
D1729,Neurology,17,4.55
D1730,Neurology,14,1.39
D1731,Pediatrics,9,2.66
D1732,Gastroenterology,21,3.04
D1733,Cardiology,2,3.6
D1734,Emergency,32,3.17
D1735,Orthopedics,8,1.01
D1736,Oncology,36,1.52
D1737,Gastroenterology,26,4.33
D1738,Gastroenterology,37,4.15
D1739,Pediatrics,15,1.07
D1740,Orthopedics,34,1.06
D1741,Urology,21,4.4
D1742,Urology,23,2.45
D1743,Pediatrics,9,2.63
D1744,Neurology,40,4.78
D1745,Urology,26,4.59
D1746,Cardiology,22,2.56
D1747,Emergency,13,4.19
D1748,Gastroenterology,25,2.81
D1749,Gastroenterology,7,2.72
D1750,Cardiology,27,1.08
D1751,Orthopedics,15,4.17
D1752,Urology,12,4.23
D1753,Gastroenterology,33,4.06
D1754,Oncology,21,4.86
D1755,Orthopedics,25,1.19
D1756,Emergency,40,4.87
D1757,Emergency,22,4.43
D1758,Gastroenterology,14,1.47
D1759,Pediatrics,8,1.17
D1760,Orthopedics,24,1.08
D1761,Gastroenterology,3,1.47
D1762,Pediatrics,12,4.28
